,ts_code,name,enname,classify,list_date,delist_date
2392,BFGFF,,GIANT MINING (OTC),EQ,20180815,NaT
2393,BFGX,,BANGFU TECHNOLOGY GROUP,EQ,20191009,NaT
2394,BFH,,BREAD FINANCIAL HOLDINGS,EQ,20010608,NaT
2395,BFHJ,,BENEFICIAL HDG.,EQ,19910201,NaT
2396,BFI,,BURGERFI INTERNATIONAL,EQ,20180326,NaT
2397,BFIIW,,BURGERFI INTL.EQ. WARRT. EXP 16TH DEC 2025,EQ,20200817,NaT
2398,BFIN,,BANKFINANCIAL,EQ,20041012,NaT
2399,BFLBF,,BILFINGER BERGER (OTC),EQ,20140113,NaT
2400,BFLBY,,BILF.SE UNSP.BLGM. ADR 5:1,ADR,20081121,NaT
2401,BFLD,,BROADCAST LIVE DIGITAL,EQ,20120817,NaT
2402,BFLY,,BUTTERFLY NETWORK A,EQ,20200713,NaT
2403,BFNH,,BIOFORCE NANOSCIENCES HOLDINGS,EQ,20040316,NaT
2404,BFRG,,BULLFROG AI HOLDINGS,EQ,20230214,NaT
2405,BFRI,,BIOFRONTERA,EQ,20211029,NaT
2406,BFS,,SAUL CENTERS,EQ,19930819,NaT
2407,BFSAF,,BEFESA (OTC),EQ,20211220,NaT
2408,BFSPRD,,SAUL CTRS 1 100 CUM DS,EQ,20180118,NaT
2409,BFSPRE,,SAUL CTRS 100 DS,EQ,20190911,NaT
2410,BFST,,BUSINESS FIRST BANCSHARES,EQ,20180411,NaT
2411,BFTI,,BEFUT GLOBAL,EQ,20101012,
2412,BFXXQ,,BOWFLEX (OTC),EQ,19930315,NaT
2413,BFYW,,BETTER FOR YOU WELLNESS,EQ,20130719,NaT
2414,BG,,BUNGE GLOBAL,EQ,20010802,NaT
2415,BGACF,,BIONEUTRA GLOBAL (OTC),EQ,20211202,NaT
2416,BGADF,,PACE METALS (OTC),EQ,20180717,NaT
2417,BGAOF,,PROXIMUS (OTC),EQ,20140113,NaT
2418,BGAOY,,PROXIMUS GROUP UNSPONSORED ADR 5:1,ADR,20081016,NaT
2419,BGAVF,,BRAVADA GOLD (OTC),EQ,20100624,NaT
2420,BGC,,BGC GROUP A,EQ,19991209,NaT
2421,BGCHY,,BEGA CHEESE ADR 1:4,ADR,20230621,NaT
2422,BGDFF,,BARTON GOLD (OTC) HOLIDINGS,EQ,20231214,NaT
2423,BGEM,,BLUE GEM ENTERPRISE,EQ,20081127,NaT
2424,BGFGF,,BEAUCE GOLD FIELDS (OTC),EQ,20201211,NaT
2425,BGFV,,BIG 5 SPTG.GOODS,EQ,20020612,NaT
2426,BGH,,BARINGS GLB.SHT.DUR.HIY. FD.,EQ,20121026,NaT
2427,BGI,,BIRKS GROUP CL.A,EQ,20051115,NaT
2428,BGII,,BGI,EQ,19950407,NaT
2429,BGLAF,,BIOGAIA B (OTC),EQ,20140113,NaT
2430,BGLC,,BIONEXUS GENE LAB,EQ,20200916,NaT
2431,BGMD,,BG MEDICINE,EQ,20110311,NaT
2432,BGMO,,BERGAMO ACQ.,EQ,20020927,NaT
2433,BGNE,,BEIGENE ADS 1:13,ADR,20160203,NaT
2434,BGNMF,,BANCA GENERALI (OTC),EQ,20240509,NaT
2435,BGNX,,BIO-GENEX LABORATORIES,EQ,20020606,NaT
2436,BGOPF,,BANGO (OTC),EQ,20170919,NaT
2437,BGOUF,,BANG AND OLUFSEN (OTC),EQ,20140113,NaT
2438,BGPBF,,BTS GROUP (OTC),EQ,20130529,NaT
2439,BGPPF,,CRAFT 1861 GLOBAL (OTC) HOLDINGS,EQ,20210601,NaT
2440,BGRDF,,TONY G INVESTMENT (OTC) HOLDINGS,EQ,20190211,NaT
2441,BGRP,,BLUESTEM GROUP,EQ,20111011,NaT
2442,BGRY,,BERKSHIRE GREY A,EQ,20210211,
2443,BGRYW,,BERK.GREY EQ.WARRT. EXP 21TH JL.2026,EQ,20210212,
2444,BGS,,B & G FOODS,EQ,20041006,NaT
2445,BGSF,,BGSF,EQ,20140429,NaT
2446,BGSXW,,BUILD ACQUISITION EQUITY WARRANT,EQ,20210510,
2447,BGTK,,BIG TOKEN,EQ,20150630,
2448,BGTTF,,GOAT INDUSTRIES (OTC),EQ,20211029,NaT
2449,BGUUF,,BENGUET 'B' (OTC),EQ,20190828,NaT
2450,BGXX,,BRIGHT GREEN,EQ,20220517,NaT
2451,BH,,BIGLARI HOLDINGS B,EQ,19721214,NaT
2452,BH.A,,BIGLARI HOLDINGS A,EQ,20180501,NaT
2453,BHAC,,FOCUS IMPACT BH3 ACQUISITION A,EQ,20211130,NaT
2454,BHACU,,FOCUS IMPACT BH3 ACQUISITION UNITS,EQ,20211005,NaT
2455,BHACW,,FCS.IPCT.BH3 ACQ. EQ. WARRT.EXP 04 OCT.2026,EQ,20211130,NaT
2456,BHAGF,,BOSSARD 'B' (OTC),EQ,20200317,NaT
2457,BHAT,,BLU.HAT INTACT. ENTM.,EQ,20190726,NaT
2458,BHB,,BAR HARBOR BANKSHARES,EQ,19950606,NaT
2459,BHBCQ,,BVL.HILLS BANCORP DEL,EQ,19990714,NaT
2460,BHBSY,,BERKAH BETON SADAYA TBK PT SPN.ADR 1:50,ADR,20220404,NaT
2461,BHC,,BAUSCH HEALTH (NYS) COMPANIES,EQ,19940329,NaT
2462,BHCCF,,BENCHMARK HOLDINGS (OTC),EQ,20180619,NaT
2463,BHDB,,BANK OF LABOR BANCHSARES,EQ,20030210,NaT
2464,BHE,,BENCHMARK ELTN.,EQ,19900611,NaT
2465,BHF,,BRIGHTHOUSE FINANCIAL,EQ,20170718,NaT
2466,BHFAM,,BRIGHTHOUSE FINANCIAL DS,EQ,20211118,NaT
2467,BHFAN,,BRIGHTHOUSE FINANCIAL 1000 DS,EQ,20201111,NaT
2468,BHFAO,,BRIGHTHOUSE FINL. 1000 DEPY.SHS.,EQ,20200519,NaT
2469,BHFAP,,BRIGHTHOUSE FINANCIAL 1000 DS,EQ,20190319,NaT
2470,BHHKF,,CRAFTPORT CANNABIS (OTC),EQ,20171227,NaT
2471,BHHOF,,BOOHOO GROUP (OTC),EQ,20170626,NaT
2472,BHIL,,BENSON HILL,EQ,20210226,NaT
2473,BHKLY,,BOC HONG KONG HDG.SPN. ADR 1:20,ADR,20030422,NaT
2474,BHLB,,BERKSHIRE HILLS BANCORP,EQ,20121119,NaT
2475,BHLIF,,BRADDA HEAD LITHIUM(OTC),EQ,20220207,NaT
2476,BHLL,,BUNKER HILL MINING,EQ,20080820,NaT
2477,BHM,,BLUEROCK HOMES TRUST 'A',EQ,20221006,NaT
2478,BHNGF,,BHANG (OTC),EQ,19600101,NaT
2479,BHOOY,,BOOHOO GROUP ADR 1:20,ADR,20140730,NaT
2480,BHP,,BHP GROUP ADR 1:2,ADR,19721214,NaT
2481,BHPA,,BHPA,EQ,20061020,NaT
2482,BHPLF,,BHP GROUP (OTC),EQ,20140113,NaT
2483,BHPTY,,BANCO HIPOTECARIO ADR 1:10,ADR,20010109,NaT
2484,BHR,,BRAEMAR HOTELS RESORTS,EQ,20131106,NaT
2485,BHRB,,BURKE HERBERT FINANCIAL SERVICES,EQ,20120828,NaT
2486,BHRPRB,,BRAEMAR HTLS.RSTS.5 50 CUM.CV.PREF. SR.B,EQ,20191206,NaT
2487,BHRPRD,,BRAEMAR HOTELS RESORTS PREF. SERIES D,EQ,20191111,NaT
2488,BHSIF,,BAYHORSE SILVER (OTC),EQ,19600101,NaT
2489,BHVN,,BIOHAVEN,EQ,20221004,NaT
2490,BHWB,,BLACKHAWK BANC.,EQ,20120729,
2491,BIAF,,BIOAFFINITY TECHNOLOGIES,EQ,20220901,NaT
2492,BICB,,BIOCUBE,EQ,20101007,NaT
2493,BICEF,,BIC (OTC),EQ,20140113,NaT
2494,BICEY,,BIC UNSPONSORED ADR 2:1,ADR,20101119,NaT
2495,BICTF,,BIOCURE TECHNOLOGY (OTC),EQ,20181128,NaT
2496,BICX,,BIOCORRX,EQ,20100831,NaT
2497,BIDCF,,BLOCKCHAINK2 (OTC),EQ,19600101,NaT
2498,BIDU,,BAIDU ADS 1:8,ADR,20050802,NaT
2499,BIEI,,PREMIER BIOMEDICAL,EQ,20120801,NaT
2500,BIEL,,BIOELECTRONICS,EQ,20040401,NaT
2501,BIG,,BIG LOTS,EQ,19850620,NaT
2502,BIGC,,BIGCOMMERCE HOLDINGS SERIES 1,EQ,20200807,NaT
2503,BIGG,,BIG TREE GROUP,EQ,19960216,NaT
2504,BIIAF,,BUHLER INDUSTRIES (OTC),EQ,20140113,NaT
2505,BIIB,,BIOGEN,EQ,19910917,NaT
2506,BIIO,,BIONOVATE TECHNOLOGIES,EQ,20160614,NaT
2507,BIJBF,,BIJOU BRIGITTE (OTC) MODISCHE ACCESS,EQ,20140113,NaT
2508,BILBF,,KINOVO (OTC),EQ,20210112,NaT
2509,BILI,,BILIBILI ADR 1:1,ADR,20180328,NaT
2510,BILL,,BILL HOLDINGS,EQ,20191212,NaT
2511,BILSU,,BELLE ISLE,EQ,19750102,NaT
2512,BIMI,,BIMI INTERNATIONAL MEDICAL,EQ,20101004,NaT
2513,BIMO,,BIONEUTRA INTERNATIONAL,EQ,20011105,NaT
2514,BIMT,,BITMIS,EQ,20190503,NaT
2515,BINP,,BIONOID PHARMA,EQ,20070524,NaT
2516,BIO,,BIO-RAD LABORATORIES 'A',EQ,19800227,NaT
2517,BIO.B,,BIO-RAD LABS.'B',EQ,19741018,NaT
2518,BIOAF,,BIOASIS TECHS. (OTC),EQ,19600101,NaT
2519,BIOCQ,,BIOCEPT,EQ,20140205,NaT
2520,BIOE,,BIO ESSENCE,EQ,20221201,NaT
2521,BIOF,,BLUE BIOFUELS,EQ,20140205,NaT
2522,BIOGF,,BIOCARTIS GROUP (OTC),EQ,20210407,NaT
2523,BIOGY,,BIOGAIA ADR 1:1,ADR,20150926,NaT
2524,BIOIF,,BIOME GROW (OTC),EQ,20151029,NaT
2525,BIOL,,BIOLASE,EQ,19920306,NaT
2526,BIONQ,,BIONITROGEN HOLDINGS,EQ,19990719,NaT
2527,BIOQ,,BIOQUAL,EQ,20000106,NaT
2528,BIOR,,BIORA THERAPEUTICS,EQ,20200620,NaT
2529,BIOS,,BIOPLUS ACQUISITION A,EQ,20220128,
2530,BIOSU,,BIOPLUS ACQUISITION UNITS,EQ,20211203,
2531,BIOVF,,SWEDISH ORPHAN BIOVITRUM (OTC),EQ,20120530,NaT
2532,BIOX,,BIOCERES CROP SOLUTIONS,EQ,20180322,NaT
2533,BIOYF,,BIOSYENT (OTC),EQ,20140113,NaT
2534,BIP,,BROOKFIELD INFR.PTNS. UNITS,EQ,20080108,NaT
2535,BIPC,,BROOKFIELD INFRASTRUCTURE A,EQ,20200331,NaT
2536,BIPPRA,,BRKF.INFR.5 125 A LP. PREF. UTS.SR.13,EQ,20200916,NaT
2537,BIPPRB,,BRKF.INFR.PTNS.PFD UTS.,EQ,20210114,NaT
2538,BIQIF,,BIQI INTERNATIONAL HOLDINGS,EQ,20100721,NaT
2539,BIRD,,ALLBIRDS A,EQ,20211103,NaT
2540,BIRDF,,BIRD CONSTRUCTION (OTC),EQ,20140113,NaT
2541,BIREF,,BIRCHCLIFF ENERGY (OTC),EQ,19600101,NaT
2542,BIRK,,BIRKENSTOCK HOLDING,EQ,20231011,NaT
2543,BIRMF,,BIOREM (OTC),EQ,20140113,NaT
2544,BIRNF,,BC IRON (OTC),EQ,20061122,NaT
2545,BISA,,BALTIC INTL.USA,EQ,19940627,NaT
2546,BITCF,,FIRST BITCOIN CAP.,EQ,20010109,NaT
2547,BITE.U,,BITE ACQUISITION REDEEMABLE UNITS,EQ,20210212,NaT
2548,BITF,,BITFARMS (NAS),EQ,20190816,NaT
2549,BITGF,,BIOTAGE (OTC),EQ,20140113,NaT
2550,BITRF,,BIOTRON (OTC),EQ,20120405,NaT
2551,BITTF,,BITTERROOT RES. (OTC),EQ,20140113,NaT
2552,BIVI,,BIOVIE,EQ,20140505,NaT
2553,BIVWF,,BIO VIEW (OTC),EQ,20210405,NaT
2554,BIXT,,BIOXYTRAN,EQ,20100627,NaT
2555,BJ,,BJS WHOLESALE CLUB HOLDINGS,EQ,20180628,NaT
2556,BJCHF,,BEJ.CAPI.ARPT.'H' (OTC),EQ,20140113,NaT
2557,BJCHY,,BEJ.CAPI.ARPT.ADR 1:5,ADR,20130226,NaT
2558,BJDX,,BLUEJAY DIAGNOSTICS,EQ,20211110,NaT
2559,BJGBF,,BEIJING GAS BLUE (OTC) SKY HOLDINGS,EQ,20221004,NaT
2560,BJINF,,BEIJING ENTERPRISES(OTC) HOLDINGS,EQ,19970506,NaT
2561,BJRI,,BJ'S RESTAURANTS,EQ,19961009,NaT
2562,BJSAF,,SPORTS TOTO (OTC),EQ,20140113,NaT
2563,BJTRF,,BEIJING TONG REN (OTC) TANG CHINESE MEDICINE,EQ,20210419,NaT
2564,BJURF,,BONJOUR HOLDINGS (OTC),EQ,20030819,NaT
2565,BJWTF,,BEIJING ENTERPRISES(OTC) WATER GROUP,EQ,20110401,NaT
2566,BJWTY,,BEIJING ENTERPRISES WATER GROUP ADR 1:70,ADR,20190829,NaT
2567,BK,,BANK OF NEW YORK MELLON,EQ,19750102,NaT
2568,BKALF,,BANK ALADIN SYARIAH(OTC),EQ,20230328,NaT
2569,BKAMF,,BROOKFIELD PREF. (OTC) SERIES 30 A,EQ,20191212,NaT
2570,BKAYF,,BANK OF AYUDHYA FB (OTC),EQ,20230109,NaT
2571,BKAYY,,BANK OF AYUDHYA PUB ADR 1:20,ADR,20130710,NaT
2572,BKBEF,,PIPESTONE ENERGY (OTC),EQ,20111110,
2573,BKBLF,,MAGNETIC NORTH (OTC) ACQUISITION,EQ,20200522,NaT
2574,BKCPF,,BLOCKCHAIN CAP TOKENHUB PTE,EQ,20211101,NaT
2575,BKCYF,,BANK OF CYPRUS HDG.(OTC),EQ,20170329,NaT
2576,BKD,,BROOKDALE SENIOR LIVING,EQ,20051115,NaT
2577,BKDT,,BROOKDALE SR LIVING UNITS,EQ,20221117,NaT
2578,BKE,,BUCKLE,EQ,19920508,NaT
2579,BKEAF,,BANK OF EAST ASIA (OTC),EQ,19950727,NaT
2580,BKEAY,,BANK EAST ASIA ADR 1:1,ADR,19930722,NaT
2581,BKEN,,BAKKEN ENERGY,EQ,20090224,NaT
2582,BKESF,,BANCO ESPR.SANTO (OTC),EQ,20140113,
2583,BKESY,,BANCO ESPR.SANTO UNSP. ADR 1:1,ADR,20081024,NaT
2584,BKFAF,,BROOKFIELD SERIES 2(OTC) PREF. A,EQ,20190226,NaT
2585,BKFCF,,BANK OF COMM. (OTC),EQ,20140113,NaT
2586,BKFG,,BKF CAP.GP.,EQ,19721214,NaT
2587,BKFKF,,BAKKAFROST (OTC),EQ,20150609,NaT
2588,BKFKY,,BAKKAFROST P F UNSP. FAEROE ISLE.ADR 4:1,ADR,20221010,NaT
2589,BKFL,,BANKFLORIDA BANCORP,EQ,20230421,NaT
2590,BKFPF,,BROOKFIELD PREF. (OTC) SERIES 51 A,EQ,20200121,NaT
2591,BKGFF,,BERKELEY GROUP HDG.(OTC),EQ,20130801,NaT
2592,BKGFY,,BERKELEY GROUP HOLDINGS B 5:1,ADR,20100406,NaT
2593,BKGGF,,BOOKTOPIA GROUP (OTC),EQ,20230626,NaT
2594,BKGM,,BANKGUAM HLDG,EQ,20000807,NaT
2595,BKH,,BLACK HILLS,EQ,19721214,NaT
2596,BKHA,,BLACK HAWK ACQUISITION A,EQ,20240513,NaT
2597,BKHAU,,BLACK HAWK ACQUISITION UNITS,EQ,20240321,NaT
2598,BKHPF,,BANK HAPOALIM B M (OTC),EQ,20140113,NaT
2599,BKHYY,,BANK HAPOALIM BM SPONSORED ISRAEL ADR 1:5,ADR,20060330,NaT
2600,BKI,,BLACK KNIGHT,EQ,20171002,
2601,BKIMF,,BANKINTER 'R' (OTC),EQ,20140113,NaT
2602,BKIRF,,BLACK IRON (OTC),EQ,20130131,NaT
2603,BKKLY,,BANGKOK BANK PUBLIC 1:5,ADR,20120515,NaT
2604,BKKPF,,BANGKOK BANK FB (OTC),EQ,20140113,NaT
2605,BKKT,,BAKKT HOLDINGS A,EQ,20201119,NaT
2606,BKKVF,,BAKKAVOR GROUP (OTC),EQ,20190905,NaT
2607,BKKXF,,BANGKOK EXPRESSWAY (OTC) AND METRO PCL,EQ,20201209,NaT
2608,BKLIF,,BLOCKMINT (OTC) TECHNOLOGIES,EQ,20190308,NaT
2609,BKLLF,,CYPHER METAVERSE (OTC),EQ,20171023,NaT
2610,BKLPF,,BUKALAPAK COM (OTC),EQ,20240207,NaT
2611,BKLRF,,BERKELEY ENERGIA (OTC),EQ,20140113,NaT
2612,BKMM,,BEKEM METALS,EQ,20040216,NaT
2613,BKMNF,,BARKER MINERALS (OTC),EQ,19600101,NaT
2614,BKMP,,BLACKOUT MEDIA,EQ,19980212,NaT
2615,BKNG,,BOOKING HOLDINGS,EQ,19990330,NaT
2616,BKNIY,,BANKINTER SPN.ADR 1:1,ADR,19950926,NaT
2617,BKOR,,OAK RIDGE FINL.SERVICES,EQ,20040129,NaT
2618,BKPKF,,BANK POLSKA KASA (OTC) OPIEKI,EQ,20160401,NaT
2619,BKQNF,,BANK OF QLND. (OTC),EQ,20140113,NaT
2620,BKQNY,,BANK OF QLND.UNSP.ADR 1:2,ADR,20120717,NaT
2621,BKR,,BAKER HUGHES A,EQ,19870406,NaT
2622,BKRIF,,BANK OF IRELAND (OTC),EQ,20030721,NaT
2623,BKRIY,,BANK IRELAND GROUP ADR 1:1,ADR,20180122,NaT
2624,BKRKF,,BANK RAKYAT INDO. (OTC),EQ,20140113,NaT
2625,BKRKY,,BK.RKYT.INDO.UNSP. 1:50,ADR,20090331,NaT
2626,BKRP,,BLACK ROCK PETROLEUM,EQ,20200825,NaT
2627,BKRRF,,BLACKROCK SILVER (OTC),EQ,20161228,NaT
2628,BKSC,,BANK OF SOUTH CAROLINA,EQ,19861023,NaT
2629,BKSD,,BLUEPRINT TECHNOLOGIES,EQ,20101117,NaT
2630,BKSH,,BERKSHIRE HOMES,EQ,20140718,NaT
2631,BKSLF,,BANKS ISLAND GOLD (OTC),EQ,20120717,NaT
2632,BKSY,,BLACKSKY TECHNOLOGY A,EQ,20191220,NaT
2633,BKTI,,BK TECHNOLOGIES,EQ,19781003,NaT
2634,BKTPF,,CRUZ BATTERY METALS(OTC),EQ,20100908,NaT
2635,BKTRF,,BLACK ROCK MINING (OTC),EQ,20210316,NaT
2636,BKU,,BANKUNITED,EQ,20110128,NaT
2637,BKUCF,,BLUE SKY URANIUM (OTC),EQ,20140113,NaT
2638,BKUH,,BAKHU HOLDINGS,EQ,20100901,NaT
2639,BKUT,,BANK UTICA NY,EQ,20120727,NaT
2640,BKUTK,,BANK UTICA NY NON VOTING,EQ,20120727,NaT
2641,BKWAF,,BKW (OTC),EQ,20130610,NaT
2642,BKYI,,BIO-KEY INTL.,EQ,20120727,NaT
2643,BKZHF,,SANTANDER BANK (OTC) POLSKA,EQ,20220705,NaT
2644,BKZHY,,SANTANDER BK POLSKA ADR 5:1,ADR,20200619,NaT
2645,BL,,BLACKLINE,EQ,20161028,NaT
2646,BLAC,,BELLEVUE LIFE SCIENCES ACQUISITION,EQ,20230317,NaT
2647,BLACU,,BELV.LFSE.ACQ.UTS.,EQ,20230210,NaT
2648,BLAGF,,BLUE LAGOON (OTC) RESOURCES,EQ,20191211,NaT
2649,BLBD,,BLUE BIRD,EQ,20140320,NaT
2650,BLBLF,,BILIBILI (OTC),EQ,20220314,NaT
2651,BLBRF,,BLOOMBERRY RESORTS (OTC),EQ,20200225,NaT
2652,BLBX,,BLACKBOXSTOCKS,EQ,20160614,NaT
2653,BLCM,,BELLICUM PHARMACEUTICALS,EQ,20141218,
2654,BLCO,,BAUSCH LOMB (NYS),EQ,20220506,NaT
2655,BLD,,TOPBUILD,EQ,20150617,NaT
2656,BLDE,,BLADE AIR MOBILITY A,EQ,20191105,NaT
2657,BLDP,,BALLARD PWR.SYS. (NAS),EQ,19930616,NaT
2658,BLDR,,BUILDERS FIRSTSOURCE,EQ,20050620,NaT
2659,BLDV,,BLUE DIAMOND VENTURES,EQ,19980713,NaT
2660,BLEG,,BRANDED LEGACY,EQ,19901011,NaT
2661,BLEU,,BLEUACACIA A,EQ,20220110,NaT
2662,BLEUU,,BLEUACACIA UNITS,EQ,20211118,NaT
2663,BLEVF,,BELEAVE,EQ,20160929,NaT
2664,BLFBY,,BALFOUR BEATTY ADR 1:2,ADR,20240627,NaT
2665,BLFE,,BIOLIFE SCIENCES,EQ,20050128,NaT
2666,BLFR,,BLUEFIRE EQUIPMENT,EQ,20130624,NaT
2667,BLFS,,BIOLIFE SOLUTIONS,EQ,20120727,NaT
2668,BLFY,,BLUE FOUNDRY BANCORP,EQ,20210716,NaT
2669,BLGCF,,BULIGO CAPITAL (OTC),EQ,20211027,NaT
2670,BLGO,,BIOLARGO,EQ,19890413,NaT
2671,BLGVF,,BELGRAVIA HARTFORD (OTC) CAPITAL,EQ,20140113,NaT
2672,BLHEF,,BALOISE HOLDING (OTC),EQ,20140113,NaT
2673,BLHEY,,BALOISE HDG.UNSP.ADR 10:1,ADR,20081023,NaT
2674,BLHI,,BLUE HOLDINGS,EQ,20030819,NaT
2675,BLHK,,BLUEHARBOR BANK NC,EQ,20120727,NaT
2676,BLHWF,,BELIMO N (OTC),EQ,20130417,NaT
2677,BLIAQ,,BB LIQUIDATING,EQ,20100707,NaT
2678,BLIBQ,,BB LIQUIDATING CL.B,EQ,20100707,NaT
2679,BLIDF,,BOLIDEN (OTC) ORD SHS,EQ,20230804,NaT
2680,BLIN,,BRIDGELINE DIGITAL,EQ,20070201,NaT
2681,BLIS,,BELISS,EQ,20190311,NaT
2682,BLITF,,I3 INTERACTIVE (OTC),EQ,20121012,NaT
2683,BLJZY,,BERLI JUCKER PUB ADR 1:10,EQ,20131227,NaT
2684,BLK,,BLACKROCK,EQ,19991001,NaT
2685,BLKB,,BLACKBAUD,EQ,20040721,NaT
2686,BLKCF,,GLOBAL GAMING TECHNOLOGIES,EQ,19600101,NaT
2687,BLKLF,,BLACKLINE SAFETY (OTC),EQ,20160120,NaT
2688,BLLB,,BELL BUCKLE HOLDINGS,EQ,20030204,NaT
2689,BLLI,,BELL INDS.,EQ,19620702,
2690,BLLQF,,BELL EQUIPMENT (OTC),EQ,20150604,NaT
2691,BLLYF,,BLUEJAY MINING (OTC),EQ,20180406,NaT
2692,BLMC,,BILOXI MARSH LANDS,EQ,19971027,NaT
2693,BLMH,,BLUM HOLDINGS,EQ,20120420,NaT
2694,BLMHF,,BLOOM HEALTH (OTC) PARTNERS,EQ,20131211,
2695,BLMIF,,LEUMI (OTC),EQ,20140113,NaT
2696,BLMN,,BLOOMIN BRANDS,EQ,20120808,NaT
2697,BLMS,,BLOOMIOS,EQ,20021223,NaT
2698,BLNC,,BALANCE LABS,EQ,20160602,NaT
2699,BLND,,BLEND LABS A,EQ,20210716,NaT
2700,BLNG,,BELONG ACQUISITION A,EQ,20210920,
2701,BLNGU,,BELONG ACQUISITION UNITS,EQ,20210723,
2702,BLNGW,,BELONG ACQ.EQ. WARRT.EXP 23RD MA.2026,EQ,20210920,
2703,BLNK,,BLINK CHARGING,EQ,20120730,NaT
2704,BLNMF,,BLUE NOTE MINING (OTC),EQ,20140113,NaT
2705,BLONF,,CO2 GRO (OTC),EQ,20160725,NaT
2706,BLOZF,,CANNABIX TECHS. (OTC),EQ,20140827,NaT
2707,BLPFF,,BLOK TECHNOLOGIES,EQ,20180328,NaT
2708,BLPG,,BLUE LINE PROTECTION GROUP,EQ,20140331,NaT
2709,BLPH,,BELLEROPHON THERAPEUTICS,EQ,20150213,NaT
2710,BLQC,,BLOCKQUARRY,EQ,20071023,NaT
2711,BLRDF,,BILLERUD AKTIEBOLAG(OTC),EQ,20121126,NaT
2712,BLRDY,,BILLERUD ADR 1:2,ADR,20181115,NaT
2713,BLRX,,BIOLINERX ADS 1:15,ADR,20110725,NaT
2714,BLRZF,,BLACKHAWK GROWTH (OTC),EQ,20140113,NaT
2715,BLSFF,,BLUESCOPE STEEL (OTC),EQ,20140113,NaT
2716,BLSFY,,BLUESCOPE STEEL ADR 1:5,ADR,20081120,NaT
2717,BLSP,,BLUE SPHERE,EQ,20120727,NaT
2718,BLSTF,,BLACKSTONE MINERALS(OTC),EQ,20200505,NaT
2719,BLTE,,BELITE BIO ADR 1:1,ADR,20220501,NaT
2720,BLTH,,AMERICAN BATTERY MATERIALS,EQ,20110304,NaT
2721,BLTMF,,MINES D OR ORBEC (OTC),EQ,20201211,NaT
2722,BLU,,BELLUS HEALTH (NAS),EQ,20030918,
2723,BLUA,,BLUERIVER ACQUISITION A,EQ,20210322,NaT
2724,BLUA.U,,BLUERIVER ACQUISITION UNITS,EQ,20210129,NaT
2725,BLUE,,BLUEBIRD BIO,EQ,20130619,NaT
2726,BLUMY,,BLUE MOON GROUP HOLDINGS ADR 1:5,ADR,20210217,NaT
2727,BLUU,,BLUE WATER GLOBAL GROUP,EQ,20130204,NaT
2728,BLVDF,,GLOBALBLOCK DIGITAL(OTC) ASSET TRADING,EQ,20140113,NaT
2729,BLWYF,,BELLWAY (OTC),EQ,20140113,NaT
2730,BLWYY,,BELLWAY ADR 1:1,ADR,20141020,NaT
2731,BLX,,BANCO LATAM.DE CMEX.'E',EQ,19920918,NaT
2732,BLXX,,BLOX,EQ,20080701,
2733,BLYFF,,BOART LONGYEAR (OTC) GROUP CDI,EQ,20211221,
2734,BLYQ,,BALLY,EQ,20181022,NaT
2735,BLZE,,BACKBLAZE A,EQ,20211112,NaT
2736,BMA,,BANCO MACRO 'B' SPN.ADR 1:10,ADR,20060202,NaT
2737,BMAC,,BLACK MOUNTAIN ACQUISITION A,EQ,20211112,
2738,BMAC.U,,BLACK MOUNTAIN ACQUISITION UNITS,EQ,20211014,
2739,BMBL,,BUMBLE A,EQ,20210211,NaT
2740,BMBLF,,BRAMBLES (OTC),EQ,20140113,NaT
2741,BMBN,,BENCHMARK BKSH.,EQ,20120828,NaT
2742,BMBOY,,GPO.BIMBO SDC.SPN. MEX. ADR 1:4,ADR,20160620,NaT
2743,BMBRF,,BIM BIRLESIK MAGZ. (OTC),EQ,20140113,NaT
2744,BMBZF,,BLOM BANK SAL GDR (OTC) REG S,GDR,20180124,NaT
2745,BMCLF,,BAIC MOTOR 'H' (OTC),EQ,20180619,NaT
2746,BMCS,,BIOTECH MEDICS,EQ,20021009,NaT
2747,BMDPF,,BMDP.DI SIENA SPA (OTC) SIENA,EQ,19990601,NaT
2748,BMEA,,BIOMEA FUSION,EQ,20210416,NaT
2749,BMEXF,,BANCO SANTANDER B (OTC),EQ,20200318,
2750,BMGP,,BIOMAGNETICS DIAG.,EQ,20010703,NaT
2751,BMI,,BADGER METER,EQ,19750102,NaT
2752,BMKDF,,BIOMARK DIAGNOSTICS(OTC),EQ,20150323,NaT
2753,BMLPRG,,BANK OF AMERICA DEPOSITORY SHARES,EQ,20180319,NaT
2754,BMLPRH,,BANK OF AMERICA DEPOSITORY SHARES,EQ,20180319,NaT
2755,BMLPRJ,,BANK OF AMERICA DEPOSITORY SHARES,EQ,20180319,NaT
2756,BMLPRL,,BANK OF AMERICA DEPOSITORY SHARES,EQ,20180319,NaT
2757,BMMCF,,KBRIDGE ENERGY,EQ,20120727,NaT
2758,BMMJ,,BODY AND MIND,EQ,20040211,NaT
2759,BMMX,,BIOMIMIX,EQ,20030616,NaT
2760,BMN,,BLACKR.2037 MUN. TAR.TM. TST.,EQ,20221027,NaT
2761,BMNDF,,BIOMIND LABS (OTC),EQ,20150601,NaT
2762,BMNM,,BIMINI CAPITAL MAN.,EQ,20040916,NaT
