,ts_code,name,fullname,enname,cn_spell,market,list_status,list_date,delist_date,trade_unit,isin,curr_type
2243,08057.HK,麦迪森控股,麦迪森控股集团有限公司,Madison Holdings Group Limited,MDSKG,创业板,L,20151008,,4000.0,KYG5747Y1136,HKD
2244,08059.HK,朝威控股,朝威控股有限公司,Glory Flame Holdings Limited,ZWKG,创业板,L,20140815,,5000.0,KYG394011079,HKD
2245,08060.HK,国联通信,国联通信控股有限公司,Global Link Communications Holdings Limited,GLTX,创业板,L,20021113,,10000.0,KYG392991132,HKD
2246,08062.HK,俊盟国际,俊盟国际控股有限公司,EFT Solutions Holdings Limited,JMGJ,创业板,L,20161215,,5000.0,KYG294321040,HKD
2247,08063.HK,环球大通集团,环球大通集团有限公司,Global Mastermind Holdings Limited,HQDTJT,创业板,L,20001207,,5000.0,KYG3932Y1136,HKD
2248,08065.HK,高萌科技,高萌科技集团有限公司,KML Technology Group Limited,GMKJ,创业板,L,20171016,,5000.0,KYG5S00R1029,HKD
2249,08066.HK,品创控股,品创控股有限公司,Phoenitron Holdings Limited,PCKG,创业板,L,20011220,,5000.0,KYG7059R1323,HKD
2250,08067.HK,东方大学城控股,东方大学城控股(香港)有限公司,Oriental University City Holdings (H.K.) Limited,DFDXCKG,创业板,L,20150116,,1000.0,HK0000231891,HKD
2251,08069.HK,飞道旅游科技,飞道旅游科技有限公司,Flydoo Technology Holding Limited,FDLYKJ,创业板,L,20170112,,5000.0,KYG981251005,HKD
2252,08070.HK,侨洋国际控股,侨洋国际控股有限公司,Keen Ocean International Holding Ltd.,QYGJKG,创业板,L,20160224,,5000.0,KYG5244B1032,HKD
2253,08071.HK,中彩网通控股,中彩网通控股有限公司,China Netcom Technology Holdings Limited,ZCWTKG,创业板,L,20010302,,5000.0,KYG2117P1110,HKD
2254,08072.HK,罗马元宇宙集团,罗马(元宇宙)集团有限公司,Roma (meta) Group Limited,LMYYZJT,创业板,L,20130225,,20000.0,KYG7633U2131,HKD
2255,08073.HK,水发兴业新材料,中国水发兴业新材料控股有限公司,China Shuifa Singyes New Materials Holdings Limited,SFXYXCL,创业板,L,20170721,,4000.0,BMG215971026,HKD
2256,08076.HK,新利软件,新利软件(集团)股份有限公司,Sing Lee Software (Group) Limited,XLRJ,创业板,L,20010905,,5000.0,BMG819641017,HKD
2257,08079.HK,仍志集团控股,仍志集团控股有限公司,Wisdomcome Group Holdings Limited,RZJTKG,创业板,L,20011015,,5000.0,BMG2916U2044,HKD
2258,08080.HK,北亚策略,北亚策略控股有限公司,North Asia Strategic Holdings Limited,BYCL,创业板,L,20000420,,20000.0,BMG664301360,HKD
2259,08081.HK,恒泰裕集团,恒泰裕集团控股有限公司,Hang Tai Yue Group Holdings Limited,HTYJT,创业板,L,20000619,,10000.0,BMG4289J1053,HKD
2260,08082.HK,光尚文化控股,光尚文化控股有限公司,Sunny Side Up Culture Holdings Limited,GSWHKG,创业板,L,20011102,,10000.0,BMG8572C1073,HKD
2261,08083.HK,有赞,有赞科技有限公司,Youzan Technology Limited,YZ,创业板,L,20000414,,4000.0,BMG2164J1099,HKD
2262,08087.HK,中国三三传媒,中国三三传媒集团有限公司,China 33 Media Group Ltd.,ZGSSCM,创业板,L,20110228,,10000.0,KYG8442C1548,HKD
2263,08091.HK,奥传思维控股,奥传思维控股有限公司,OOH Holdings Limited,ACSWKG,创业板,L,20170105,,10000.0,KYG675351079,HKD
2264,08092.HK,ITE HOLDINGS,ITE (Holdings) Ltd.,ITE (Holdings) Ltd.,ITEHOLDINGS,创业板,L,20010221,,4000.0,KYG6333F1046,HKD
2265,08093.HK,瓦普思瑞元宇宙,瓦普思瑞元宇宙有限公司,Web3 Meta Limited,WPSRYYZ,创业板,L,20150212,,5000.0,KYG6129U1094,HKD
2266,08095.HK,北大青鸟环宇,北京北大青鸟环宇科技股份有限公司,Beijing Beida Jade Bird Universal Sci-Tech Co. Ltd.,BDQNHY,创业板,L,20000727,,1000.0,CNE100000551,HKD
2267,08096.HK,赏之味,赏之味控股有限公司,Tasty Concepts Holding Limited,SZW,创业板,L,20190315,,5000.0,KYG8693A1132,HKD
2268,08098.HK,昌利控股,昌利(控股)有限公司,CL Group (Holdings) Limited,CLKG,创业板,L,20110308,,10000.0,KYG220291051,HKD
2269,08100.HK,名科国际,名科国际控股有限公司,Famous Tech International Holdings Limited,MKGJ,创业板,L,20011231,,6000.0,BMG3867N1406,HKD
2270,08103.HK,HMVOD视频,hmvod视频有限公司,hmvod Limited,HMVODSP,创业板,L,20000908,,1500.0,KYG4527B1041,HKD
2271,08106.HK,升华兰德,浙江升华兰德科技股份有限公司,Shenghua Lande Scitech Limited,SHLD,创业板,L,20020503,,5000.0,CNE100000700,HKD
2272,08107.HK,细叶榕科技,细叶榕科技控股有限公司,Ficus Technology Holdings Limited,XYRKJ,创业板,L,20180504,,5000.0,KYG9377G1376,HKD
2273,08111.HK,中国科技产业集团,中国科技产业集团有限公司,China Technology Industry Group Limited,ZGKJCYJT,创业板,L,20010103,,10000.0,KYG8440V1133,HKD
2274,08112.HK,基石金融,基石金融控股有限公司,Cornerstone Financial Holdings Limited,JSJR,创业板,L,20110728,,24000.0,KYG3610T1215,HKD
2275,08113.HK,时腾科技,时腾科技控股有限公司,V & V Technology Holdings Limited,STKJ,创业板,L,20160107,,10000.0,KYG4492L1032,HKD
2276,08115.HK,上海青浦消防,上海青浦消防器材股份有限公司,"Shanghai Qingpu Fire-Fighting Equipment Co., Ltd",SHQPXF,创业板,L,20040630,,4000.0,CNE100000197,HKD
2277,08117.HK,中国基础能源,中国基础能源控股有限公司,China Primary Energy Holdings Limited,ZGJCNY,创业板,L,20011213,,10000.0,KYG2161J1022,HKD
2278,08118.HK,濠亮环球,濠亮环球有限公司,Bortex Global Limited,HLHQ,创业板,L,20171116,,8000.0,KYG125871049,HKD
2279,08120.HK,国农金融投资,国农金融投资有限公司,China Demeter Financial Investments Limited,GNJRTZ,创业板,L,20010410,,5000.0,BMG2125V1596,HKD
2280,08121.HK,国恩控股,国恩控股有限公司,Guoen Holdings Limited,GEKG,创业板,L,20150529,,10000.0,KYG428971272,HKD
2281,08123.HK,华亿金控,华亿金控集团有限公司,Sinofortune Financial Holdings Limited,HYJK,创业板,L,20020111,,6000.0,KYG8406P1000,HKD
2282,08125.HK,中新控股,中新控股有限公司,China New Holdings Limited,ZXKG,创业板,L,20140718,,8000.0,HK0001114336,HKD
2283,08126.HK,G.A.控股,G.A.控股有限公司,G. A. Holdings Ltd.,GAKG,创业板,L,20020617,,4000.0,KYG3706N1034,HKD
2284,08128.HK,中国恒有源集团,中国恒有源发展集团有限公司,CHYY DEVELOPMENT GROUP LIMITED,ZGHYYJT,创业板,L,20011130,,8000.0,KYG2127R1074,HKD
2285,08130.HK,大地国际集团,大地国际集团有限公司,Dadi International Group Limited,DDGJJT,创业板,L,20020826,,20000.0,BMG2617D1056,HKD
2286,08131.HK,辰罡科技,辰罡科技有限公司,abc Multiactive Ltd.,CGKJ,创业板,L,20010131,,10000.0,BMG0031W1477,HKD
2287,08132.HK,百能国际能源,百能国际能源控股有限公司,Century Energy International Holdings Limited,BNGJNY,创业板,L,20110518,,10000.0,KYG2162K1168,HKD
2288,08133.HK,吉盛集团控股,吉盛集团控股有限公司,Jisheng Group Holdings Limited,JSJTKG,创业板,L,20150430,,2000.0,KYG511391719,HKD
2289,08136.HK,英马斯集团,英马斯集团控股有限公司,IMS Group Holdings Limited,YMSJT,创业板,L,20180125,,10000.0,KYG472571036,HKD
2290,08137.HK,洪桥集团,洪桥集团有限公司,Honbridge Holdings Limited,HQJT,创业板,L,20020108,,2000.0,KYG4587J1123,HKD
2291,08139.HK,长安仁恒,浙江长安仁恒科技股份有限公司,"Zhejiang Chang¡®an Renheng Technology Co., Ltd.",CARH,创业板,L,20150116,,500.0,CNE100003DZ0,HKD
2292,08140.HK,人和科技,人和科技控股有限公司,BOSA Technology Holdings Limited,RHKJ,创业板,L,20180712,,10000.0,KYG1263R1039,HKD
2293,08143.HK,金威医疗,金威医疗集团有限公司,Good Fellow Healthcare Holdings Limited,JWYL,创业板,L,20020510,,10000.0,KYG4052M1116,HKD
2294,08146.HK,怡园酒业,怡园酒业控股有限公司,Grace Wine Holdings Limited,YYJY,创业板,L,20180627,,10000.0,KYG4036R1039,HKD
2295,08147.HK,汇思太平洋,汇思太平洋集团控股有限公司,Millennium Pacific Group Holdings Limited,HSTPY,创业板,L,20140718,,8000.0,KYG6169E1715,HKD
2296,08148.HK,悟喜生活,悟喜生活国际控股集团有限公司,Wuxi Life International Holdings Group Limited,WXSH,创业板,L,20040109,,20000.0,KYG063701786,HKD
2297,08149.HK,浩德控股,浩德控股有限公司,Altus Holdings Limited,HDKG,创业板,L,20161017,,10000.0,KYG0R70H1014,HKD
2298,08152.HK,明梁控股,明梁控股集团有限公司,M&L Holdings Group Limited,MLKG,创业板,L,20170721,,10000.0,KYG6125R1002,HKD
2299,08153.HK,嘉鼎国际集团,嘉鼎国际集团控股有限公司,Jiading International Group Holdings Limited,JDGJJT,创业板,L,20010330,,10000.0,BMG3394P1547,HKD
2300,08156.HK,国药科技股份,国药科技股份有限公司,Sinopharm Tech Holdings Limited,GYKJGF,创业板,L,20021112,,10000.0,KYG2159V1418,HKD
2301,08158.HK,中国再生医学,中国再生医学国际有限公司,China Regenerative Medicine International Limited,ZGZSYX,创业板,L,20010718,,5000.0,KYG2129W1380,HKD
2302,08159.HK,新华联合投资,新华联合投资有限公司,China United Venture Investment Limited,XHLHTZ,创业板,L,20020104,,5000.0,BMG394081100,HKD
2303,08160.HK,GOLDWAY EDU,金汇教育集团有限公司,Goldway Education Group Limited,GOLDWAYEDU,创业板,L,20161202,,12000.0,KYG3981U1379,HKD
2304,08161.HK,医汇集团,医汇集团有限公司,MediNet Group Limited,YHJT,创业板,L,20160531,,4000.0,KYG5955D1088,HKD
2305,08162.HK,港银控股,港银控股有限公司,Loco Hong Kong Holdings Ltd.,GYKG,创业板,L,20140805,,10000.0,HK0000207610,HKD
2306,08163.HK,声扬集团,声扬集团有限公司,NOIZ Group Limited,SYJT,创业板,L,20020307,,20000.0,KYG6021S1949,HKD
2307,08167.HK,中国新电信,中国新电信集团有限公司,Neo Telemedia Limited,ZGXDX,创业板,L,20020806,,4000.0,KYG6420C1217,HKD
2308,08168.HK,宝积资本,宝积资本控股有限公司,Amasse Capital Holdings Limited,BJZB,创业板,L,20180322,,10000.0,KYG024821004,HKD
2309,08169.HK,环康集团,环康集团有限公司,Eco-Tek Holdings Ltd.,HKJT,创业板,L,20011205,,10000.0,KYG3039J1004,HKD
2310,08172.HK,拉近网娱,拉近网娱集团有限公司,Lajin Entertainment Network Group Limited,LJWY,创业板,L,20020326,,20000.0,BMG5351M1082,HKD
2311,08173.HK,客思控股,客思控股有限公司,Hephaestus Holdings Limited,KSKG,创业板,L,20020509,,20000.0,KYG4404S1057,HKD
2312,08176.HK,超人智能,超人智能控股有限公司,SuperRobotics Holdings Limited,CRZN,创业板,L,20020219,,5000.0,BMG8587J1053,HKD
2313,08178.HK,中国信息科技,中国信息科技发展有限公司,China Information Technology Development Limited,ZGXXKJ,创业板,L,20011211,,2000.0,KYG215501688,HKD
2314,08179.HK,百利达集团控股,百利达集团控股有限公司,Palinda Group Holdings Limited,BLDJTKG,创业板,L,20110708,,12000.0,KYG6879A1058,HKD
2315,08181.HK,港深智能管理,港深智能管理集团(控股)有限公司,Kong Shum Smart Management Group (Holdings) Limited,GSZNGL,创业板,L,20131011,,8000.0,KYG8109A1031,HKD
2316,08186.HK,曼妠,曼妠有限公司,Almana Limited,MN,创业板,L,20011231,,5000.0,BMG6315H1025,HKD
2317,08187.HK,积木集团,积木集团有限公司,Jimu Group Limited,JMJT,创业板,L,20160530,,5000.0,KYG513771108,HKD
2318,08188.HK,骏杰集团控股,骏杰集团控股有限公司,GME Group Holdings Limited,JJJTKG,创业板,L,20170222,,4000.0,KYG3946R1048,HKD
2319,08189.HK,泰达生物,天津泰达生物医学工程股份有限公司,Tianjin TEDA Biomedical Engineering Company Limited,TDSW,创业板,L,20020618,,5000.0,CNE1000004H7,HKD
2320,08191.HK,鸿伟亚洲,鸿伟(亚洲)控股有限公司,Hong Wei (Asia) Holdings Company Limited,HWYZ,创业板,L,20140108,,6000.0,HK0000813342,HKD
2321,08193.HK,亚太金融投资,亚太金融投资有限公司,Asia-Pac Financial Investment Company Limited,YTJRTZ,创业板,L,20110531,,10000.0,KYG0542D1584,HKD
2322,08195.HK,传承教育集团,传承教育集团有限公司,Legendary Education Group Limited,CCJYJT,创业板,L,20141010,,2000.0,KYG5450S1131,HKD
2323,08196.HK,福田股份,福田股份有限公司,Futian Holdings Limited,FTGF,创业板,L,20151209,,8000.0,KYG408011214,HKD
2324,08198.HK,加幂科技,加幂科技有限公司,Crypto Flow Technology Limited,JMKJ,创业板,L,20020517,,4000.0,KYG5656D1189,HKD
2325,08200.HK,修身堂,修身堂控股有限公司,Sau San Tong Holdings Limited,XST,创业板,L,20031119,,4000.0,KYG781652253,HKD
2326,08201.HK,宝联控股,宝联控股有限公司,PPS International (Holdings) Limited,BLKG,创业板,L,20130617,,20000.0,KYG7222V1840,HKD
2327,08203.HK,凯顺控股,凯顺控股有限公司,Kaisun Holdings Limited,KSKG,创业板,L,20040120,,10000.0,KYG8310R1276,HKD
2328,08205.HK,交大慧谷,上海交大慧谷信息产业股份有限公司,Shanghai Jiaoda Withub Information Industrial Co Ltd,JDHG,创业板,L,20020731,,4000.0,CNE100000189,HKD
2329,08206.HK,神通机器人教育,神通机器人教育集团有限公司,Shentong Robot Education Group Company Limited,STJQRJY,创业板,L,20021115,,1000.0,KYG8117F1028,HKD
2330,08208.HK,WMCH GLOBAL,WMCH Global Investment Limited,WMCH Global Investment Limited,WMCHGLOBAL,创业板,L,20191129,,6000.0,KYG9T26K1088,HKD
2331,08210.HK,衍汇亚洲,衍汇亚洲有限公司,DLC Asia Limited,YHYZ,创业板,L,20180827,,10000.0,KYG3166C1006,HKD
2332,08211.HK,浙江永安,浙江永安融通控股股份有限公司,"Zhejiang Yongan Rongtong Holdings Co., Ltd.",ZJYA,创业板,L,20021108,,10000.0,CNE1000001F7,HKD
2333,08213.HK,荣晖控股,荣晖控股有限公司,StarGlory Holdings Company Limited,RHKG,创业板,L,20030318,,10000.0,KYG844271141,HKD
2334,08215.HK,FIRST CREDIT,第一信用金融集团有限公司,First Credit Finance Group Limited,FIRSTCREDIT,创业板,L,20111213,,20000.0,BMG3467U1229,HKD
2335,08217.HK,万民好物,万民好物控股有限公司,WMHW Holdings Limited,WMHW,创业板,L,20160412,,10000.0,KYG5700C1244,HKD
2336,08218.HK,毅高国际控股,毅高(国际)控股集团有限公司,Echo International Holdings Group Limited,YGGJKG,创业板,L,20131011,,12000.0,KYG2919W1327,HKD
2337,08219.HK,恒伟集团控股,恒伟集团控股有限公司,Hanvey Group Holdings Limited,HWJTKG,创业板,L,20180712,,10000.0,KYG4289R1157,HKD
2338,08220.HK,比高集团,比高集团控股有限公司,Bingo Group Holdings Limited,BGJT,创业板,L,20021112,,1000.0,KYG1116Y1567,HKD
2339,08221.HK,高裕金融,高裕金融集团有限公司,Gaoyu Finance Group Limited,GYJR,创业板,L,20170106,,20000.0,KYG704861080,HKD
2340,08222.HK,壹照明,壹照明集团控股有限公司,E Lighting Group Holdings Limited,YZM,创业板,L,20140929,,4000.0,KYG3003A1013,HKD
2341,08223.HK,紫元元,紫元元控股集团有限公司,Ziyuanyuan Holdings Group Limited,ZYY,创业板,L,20180709,,4000.0,KYG9898B1041,HKD
2342,08225.HK,中国医疗集团,中国医疗集团有限公司,China Health Group Inc.,ZGYLJT,创业板,L,20030710,,20000.0,KYG2117N1088,HKD
2343,08226.HK,树熊金融集团,树熊金融集团有限公司,KOALA Financial Group Limited,SXJRJT,创业板,L,20020719,,5000.0,KYG5306J1195,HKD
2344,08227.HK,海天天线,西安海天天线科技股份有限公司,"Xi'an Haitian Antenna Technologies Co., Ltd.",HTTX,创业板,L,20031105,,1000.0,CNE1000001D2,HKD
2345,08229.HK,未来数据集团,未来数据集团有限公司,Future Data Group Limited,WLSJJT,创业板,L,20160708,,5000.0,KYG3729W1069,HKD
2346,08232.HK,CLASSIFIED GP,Classified Group (Holdings) Limited,Classified Group (Holdings) Limited,CLASSIFIEDGP,创业板,L,20160711,,5000.0,KYG2190B1124,HKD
2347,08237.HK,华星控股(新),华星控股有限公司,Link Holdings Limited,HXKGX,创业板,L,20140707,,6000.0,KYG5496E1364,HKD
2348,08238.HK,惠陶集团,惠陶集团(控股)有限公司,Winto Group (Holdings) Limited,HTJT,创业板,L,20150216,,8000.0,KYG9722S1333,HKD
2349,08239.HK,首都金融控股,首都金融控股有限公司,Capital Finance Holdings Limited,SDJRKG,创业板,L,20021115,,10000.0,BMG1941S2007,HKD
2350,08241.HK,英记茶庄集团,英记茶庄集团有限公司,Ying Kee Tea House Group Limited,YJCZJT,创业板,L,20180416,,5000.0,HK0000408101,HKD
2351,08245.HK,善裕集团控股,善裕集团控股有限公司,Shanyu Group Holdings Company Limited,SYJTKG,创业板,L,20150930,,20000.0,KYG675491404,HKD
2352,08246.HK,中华燃气,中华燃气控股有限公司,Zhonghua Gas Holdings Limited,ZHRQ,创业板,L,20111230,,8000.0,KYG9897L1032,HKD
2353,08247.HK,中生北控生物科技,中生北控生物科技股份有限公司,Biosino Bio-Technology and Science Incorporation,ZSBKSWKJ,创业板,L,20060227,,2000.0,CNE100000288,HKD
2354,08249.HK,瑞远智控,浙江瑞远智控科技股份有限公司,Zhejiang RuiYuan Intelligent Control Technology Company Limited,RYZK,创业板,L,20031114,,5000.0,CNE1000004Z9,HKD
2355,08250.HK,都都控股,都都控股有限公司,Du Du Holdings Limited,DDKG,创业板,L,20040618,,10000.0,KYG8133P1182,HKD
2356,08257.HK,靖洋集团,靖洋集团控股有限公司,Genes Tech Group Holdings Company Limited,JYJT,创业板,L,20170714,,10000.0,KYG3825A1076,HKD
2357,08262.HK,宏强控股,宏强控股有限公司,Super Strong Holdings Limited,HQKG,创业板,L,20160330,,10000.0,KYG8587W1069,HKD
2358,08267.HK,蓝港互动,蓝港互动集团有限公司,"Linekong Interactive Group Co., Ltd.",LGHD,创业板,L,20141230,,500.0,KYG5504C1069,HKD
2359,08268.HK,智城发展控股,智城发展控股有限公司,Smart City Development Holdings Limited,ZCFZKG,创业板,L,20150108,,8000.0,KYG8211U1040,HKD
2360,08269.HK,富誉控股,富誉控股有限公司,Wealth Glory Holdings Limited,FYKG,创业板,L,20101014,,30000.0,KYG488341655,HKD
2361,08270.HK,中国煤层气,中国煤层气集团有限公司,China CBM Group Company Limited,ZGMCQ,创业板,L,20030812,,10000.0,BMG2152N2038,HKD
2362,08271.HK,环球数码创意,环球数码创意控股有限公司,Global Digital Creations Holdings Limited,HQSMCY,创业板,L,20030804,,2000.0,BMG4046D1020,HKD
2363,08275.HK,中国新消费集团,中国新消费集团有限公司,China New Consumption Group Limited,ZGXXFJT,创业板,L,20171016,,20000.0,KYG1142R1424,HKD
2364,08277.HK,骏东控股,骏东(控股)有限公司,Steed Oriental (Holdings) Co. Ltd.,JDKG,创业板,L,20150223,,2000.0,KYG846071036,HKD
2365,08279.HK,亚博科技控股,亚博科技控股有限公司,AGTech Holdings Limited,YBKJKG,创业板,L,20040119,,4000.0,BMG0135Z1032,HKD
2366,08280.HK,中国数字视频,中国数字视频控股有限公司,China Digital Video Holdings Limited,ZGSZSP,创业板,L,20160627,,2000.0,KYG2118T1040,HKD
2367,08281.HK,中国金典集团,中国金典集团有限公司,China Golden Classic Group Limited,ZGJDJT,创业板,L,20160708,,8000.0,KYG2119E1061,HKD
2368,08282.HK,智傲控股,智傲控股有限公司,Gameone Holdings Ltd.,ZAKG,创业板,L,20160113,,12000.0,KYG3729L1260,HKD
2369,08283.HK,中食民安,中食民安控股有限公司,Zhongshi Minan Holdings Limited,ZSMA,创业板,L,20161108,,1000.0,KYG9897M1270,HKD
2370,08285.HK,森浩集团,森浩集团股份有限公司,Sling Group Holdings Limited,SHJT,创业板,L,20180116,,5000.0,KYG8192F1000,HKD
2371,08286.HK,长城微光,山西长城微光器材股份有限公司,Shanxi Changcheng Microlight Equipment Co. Ltd.,CCWG,创业板,L,20040518,,5000.0,CNE100000452,HKD
2372,08290.HK,亚势备份,亚势备份软件开发有限公司,Ahsay Backup Software Development Company Limited,YSBF,创业板,L,20151008,,10000.0,KYG0132C1078,HKD
2373,08291.HK,港娱国际,港娱国际控股有限公司,Hong Kong Entertainment International Holdings Limited,GYGJ,创业板,L,20170718,,7500.0,KYG942971436,HKD
2374,08292.HK,盛良物流,盛良物流有限公司,Worldgate Global Logistics Ltd.,SLWL,创业板,L,20160706,,10000.0,KYG9769B1005,HKD
2375,08293.HK,星亚控股,星亚控股有限公司,SingAsia Holdings Ltd.,XYKG,创业板,L,20160715,,20000.0,KYG8159T1195,HKD
2376,08295.HK,金慧科技,金慧科技集团股份有限公司,Kingwisoft Technology Group Company Limited,JHKJ,创业板,L,20100618,,20000.0,KYG989MR1033,HKD
2377,08296.HK,中国生命集团,中国生命集团有限公司,Sino-Life Group Ltd.,ZGSMJT,创业板,L,20090909,,4000.0,KYG816BW1178,HKD
2378,08297.HK,海纳星空科技,海纳星空科技集团有限公司,Ocean Star Technology Group Limited,HNXKKJ,创业板,L,20170713,,2500.0,KYG6381M1006,HKD
2379,08299.HK,大唐黄金,大唐黄金控股有限公司,GT Gold Holdings Limited,DTHJ,创业板,L,20040923,,24000.0,KYG4136P1303,HKD
2380,08300.HK,今米房集团,今米房集团控股有限公司,Jin Mi Fang Group Holdings Limited,JMFJT,创业板,L,20160808,,20000.0,KYG770951005,HKD
2381,08305.HK,圣唐控股,圣唐控股有限公司,Sheng Tang Holdings Limited,STKG,创业板,L,20180704,,10000.0,KYG891951041,HKD
2382,08307.HK,密迪斯肌,密迪斯肌控股有限公司,Medicskin Holdings Ltd.,MDSJ,创业板,L,20141218,,4000.0,KYG595641070,HKD
2383,08308.HK,古兜控股,古兜控股有限公司,Gudou Holdings Limited,GDKG,创业板,L,20161209,,4000.0,KYG419791085,HKD
2384,08309.HK,万成环球控股,万成环球控股有限公司,Man Shing Global Holdings Limited,WCHQKG,创业板,L,20170413,,10000.0,KYG579641013,HKD
2385,08310.HK,大丰港,盐城港国际股份有限公司,"Yancheng Port International Co., Limited",DFG,创业板,L,20130822,,10000.0,KYG2616H1074,HKD
2386,08311.HK,圆美光电,圆美光电有限公司,Perfect Optronics Limited,YMGD,创业板,L,20140207,,10000.0,KYG7015H1039,HKD
2387,08313.HK,杰地集团,杰地集团有限公司,Zacd Group Ltd.,JDJT,创业板,L,20180116,,10000.0,SG9999017792,HKD
2388,08315.HK,新都酒店,新都酒店集团,Century Plaza Hotel Group,XDJD,创业板,L,20140820,,10000.0,KYG4080P1283,HKD
2389,08316.HK,中国红包,中国红包控股有限公司,China Hongbao Holdings Limited,ZGHB,创业板,L,20150810,,2000.0,KYG7321A1076,HKD
2390,08317.HK,财华社集团,财华社集团有限公司,Finet Group Ltd.,CHSJT,创业板,L,20050107,,2000.0,BMG3445E1333,HKD
2391,08319.HK,思博系统,思博系统控股有限公司,Expert Systems Holdings Ltd.,SBXT,创业板,L,20160412,,10000.0,KYG3313K1040,HKD
2392,08320.HK,沛然环保,沛然环保顾问有限公司,Allied Sustainability & Environmental Consultants Group Ltd.,PRHB,创业板,L,20161017,,20000.0,KYG021581148,HKD
2393,08321.HK,泰锦控股,泰锦控股有限公司,Tai Kam Holdings Limited,TJKG,创业板,L,20161028,,10000.0,KYG8661K1013,HKD
2394,08326.HK,同景新能源,同景新能源集团控股有限公司,Tonking New Energy Group Holdings Limited,TJXNY,创业板,L,20131121,,25000.0,KYG8918S1057,HKD
2395,08328.HK,信义储电,信义储电控股有限公司,Xinyi Electric Storage Holdings Limited,XYCD,创业板,L,20160711,,4000.0,KYG9830W1096,HKD
2396,08329.HK,海王英特龙,深圳市海王英特龙生物技术股份有限公司,Shenzhen Neptunus Interlong Bio-Technique Company Limited,HWYTL,创业板,L,20050912,,10000.0,CNE100000775,HKD
2397,08331.HK,倍搏集团,倍搏集团有限公司,P.B. Group Limited,BBJT,创业板,L,20151229,,10000.0,KYG7308C1188,HKD
2398,08333.HK,阿仕特朗金融,阿仕特朗金融控股有限公司,Astrum Financial Holdings Limited,ASTLJR,创业板,L,20160714,,5000.0,KYG059551286,HKD
2399,08337.HK,直通电讯,直通电讯控股有限公司,Directel Holdings Limited,ZTDX,创业板,L,20100602,,10000.0,KYG276801183,HKD
2400,08340.HK,紫荆国际金融,紫荆国际金融控股有限公司,Zijing International Financial Holdings Limited,ZJGJJR,创业板,L,20080520,,5000.0,KYG9360V1418,HKD
2401,08341.HK,艾硕控股,艾硕控股有限公司,Aeso Holding Limited,ASKG,创业板,L,20170113,,5000.0,KYG0113B1288,HKD
2402,08347.HK,F8企业,F8企业(控股)集团有限公司,F8 Enterprises (Holdings) Group Limited,F8QY,创业板,L,20170412,,8000.0,KYG3675A1168,HKD
2403,08348.HK,滨海泰达物流,天津滨海泰达物流集团股份有限公司,Tianjin Binhai Teda Logistics (Group) Corporation Limited,BHTDWL,创业板,L,20080430,,2000.0,CNE1000009Z8,HKD
2404,08349.HK,硅鑫集团,运鸿硅鑫集团控股有限公司,Yunhong Guixin Group Holdings Limited,GXJT,创业板,L,20170113,,10000.0,KYG5965T1013,HKD
2405,08350.HK,立桥证券控股,立桥证券控股有限公司,Well Link Securities Holdings Limited,LQZQKG,创业板,L,20180112,,8000.0,KYG3313E1089,HKD
2406,08353.HK,安科系统,安科系统有限公司,Anacle Systems Limited,AKXT,创业板,L,20161216,,3000.0,SG9999015903,HKD
2407,08356.HK,进业控股,进业控股有限公司,Tsun Yip Holdings Limited,JYKG,创业板,L,20100830,,2000.0,KYG2238D1126,HKD
2408,08357.HK,REPUBLIC HC,Republic Healthcare Limited,Republic Healthcare Limited,REPUBLICHC,创业板,L,20180615,,5000.0,KYG7516A1022,HKD
2409,08360.HK,简朴新生活,简朴新生活集团有限公司,Basic House New Life Group Limited,JPXSH,创业板,L,20160712,,6000.0,KYG0149T1195,HKD
2410,08362.HK,运兴泰集团,运兴泰集团控股有限公司,Winning Tower Group Holdings Limited,YXTJT,创业板,L,20170630,,20000.0,KYG9722M1024,HKD
2411,08363.HK,SDM教育,SDM教育集团控股有限公司,SDM Education Group Holdings Limited,SDMJY,创业板,L,20141014,,2000.0,KYG794451057,HKD
2412,08365.HK,亦辰集团,亦辰集团有限公司,Hatcher Group Limited,YCJT,创业板,L,20170526,,10000.0,KYG4404T1114,HKD
2413,08366.HK,浙江联合投资,浙江联合投资控股集团有限公司,Zhejiang United Investment Holdings Group Limited,ZJLHTZ,创业板,L,20151102,,10000.0,KYG9897T1067,HKD
2414,08367.HK,倩碧控股,倩碧控股有限公司,Simplicity Holding Limited,QBKG,创业板,L,20180226,,10000.0,KYG8147A1159,HKD
2415,08368.HK,中国创意控股,中国创意控股有限公司,Creative China Holdings Limited,ZGCYKG,创业板,L,20151118,,10000.0,KYG2562P1292,HKD
2416,08370.HK,智昇集团控股,智昇集团控股有限公司,Zhi Sheng Group Holdings Limited,ZSJTKG,创业板,L,20170120,,800.0,KYG9898D1189,HKD
2417,08371.HK,尝高美集团,尝·高美集团有限公司,Taste¡¤Gourmet Group Limited,CGMJT,创业板,L,20180117,,4000.0,KYG868911010,HKD
2418,08372.HK,君百延集团,君百延集团控股有限公司,Grand Brilliance Group Holdings Limited,JBYJT,创业板,L,20180329,,10000.0,KYG4136R1020,HKD
2419,08373.HK,靛蓝星,靛蓝星控股有限公司,Indigo Star Holdings Limited,DLX,创业板,L,20171116,,5000.0,KYG4790A1141,HKD
